-1.655848026275634766e+00 2.860965013504028320e+00 4.389762878417968750e+00
-1.623299002647399902e+00 2.471611976623535156e+00 5.724946022033691406e+00
-2.203119993209838867e-01 3.081185102462768555e+00 5.083793163299560547e+00
-2.382203102111816406e+00 2.414017915725708008e+00 4.881269931793212891e+00
-7.285580039024353027e-01 2.569196939468383789e+00 6.194310188293457031e+00
-6.571030020713806152e-01 2.244509935379028320e+00 7.171904087066650391e+00
-1.769353032112121582e+00 1.978726029396057129e+00 6.935053825378417969e+00
-1.099326968193054199e+00 1.824383020401000977e+00 7.820394039154052734e+00
-1.322450041770935059e-01 2.564646959304809570e+00 6.607363224029541016e+00
-7.748469710350036621e-01 3.232095956802368164e+00 3.989429950714111328e+00
-2.486541986465454102e+00 1.934919953346252441e+00 6.246477127075195312e+00
1.230060011148452759e-01 3.473875999450683594e+00 3.594079971313476562e+00
-5.459139943122863770e-01 1.942548990249633789e+00 7.844594955444335938e+00
1.029021978378295898e+00 2.963120937347412109e+00 5.767989158630371094e+00
-1.443951964378356934e+00 3.154370069503784180e+00 3.365957975387573242e+00
-3.316510915756225586e+00 1.614294052124023438e+00 5.850617885589599609e+00
-2.228642940521240234e+00 1.451768040657043457e+00 7.707849979400634766e+00
9.194269776344299316e-01 3.300851106643676758e+00 4.627993106842041016e+00
8.534569740295410156e-01 2.340966939926147461e+00 7.477927207946777344e+00
5.359399914741516113e-01 2.492213010787963867e+00 7.026714801788330078e+00
1.099735021591186523e+00 2.698945999145507812e+00 6.604960918426513672e+00
-2.755966901779174805e+00 2.595423936843872070e+00 3.262626886367797852e+00
-2.940728902816772461e+00 1.266044020652770996e+00 7.398573875427246094e+00
6.492030024528503418e-01 1.971143007278442383e+00 8.223114013671875000e+00
-1.792987942695617676e+00 3.182780027389526367e+00 2.313929080963134766e+00
-3.727760076522827148e+00 1.674538969993591309e+00 4.768719196319580078e+00
-5.645229816436767578e-01 3.507889032363891602e+00 2.691592931747436523e+00
-1.104807019233703613e+00 1.217913985252380371e+00 8.803725242614746094e+00
-6.290879845619201660e-01 1.310464978218078613e+00 8.911437988281250000e+00
3.576400130987167358e-02 1.453197956085205078e+00 8.956126213073730469e+00
7.457230091094970703e-01 3.641556024551391602e+00 3.046329975128173828e+00
-2.286051988601684570e+00 9.659860134124755859e-01 8.494288444519042969e+00
-3.581079959869384766e+00 2.122272014617919922e+00 3.105211973190307617e+00
-3.658662080764770508e+00 1.019695043563842773e+00 7.057941913604736328e+00
1.696413993835449219e+00 3.096865892410278320e+00 5.235583782196044922e+00
1.505815029144287109e+00 3.471462965011596680e+00 3.896429061889648438e+00
-1.612431049346923828e+00 8.665170073509216309e-01 8.977426528930664062e+00
1.272217988967895508e+00 2.038031101226806641e+00 8.142376899719238281e+00
-7.187250256538391113e-01 3.717768907546997070e+00 1.315976023674011230e+00
1.728556036949157715e+00 2.510500907897949219e+00 7.118251800537109375e+00
2.254398107528686523e+00 2.599592924118041992e+00 6.792479038238525391e+00
-4.134908199310302734e+00 1.170923948287963867e+00 5.456029891967773438e+00
